Company Name,UID,Symbol,Alias,Headquarters,Description,Logo Url,Wiki Url,ISIN
Huntington Ingalls Industries Inc,EQT-4F8264,HII,"Huntington Ingalls Industries Inc, Huntington Ingalls Industries","4101 Washington Avenue Newport News, VA 23607 United States","Huntington Ingalls Industries, Inc. engages in the designing, building, overhauling, and repairing military ships. The company operates through the segments - Ingalls Shipbuilding, Newport News Shipbuilding, and Technical Solutions.The company is involved in the design and construction of non-nuclear ships comprising amphibious assault ships that include deck amphibious ships and transport dock ships; surface combatants; and national security cutters for the U.S. Navy and U.S. Coast Guard.",https://en.wikipedia.org/wiki/File:Huntington_Ingalls_Industries_logo.png,https://en.wikipedia.org/wiki/Huntington_Ingalls_Industries,US4464131063
IDEXX Laboratories Inc,EQT-AB3817,IDXX,"IDEXX Laboratories Inc, IDEXX Laboratories, IDEXX","One IDEXX Drive Westbrook, ME 04092 United States","IDEXX Laboratories, Inc., together with its subsidiaries, develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide.The company also offers diagnostic and health-monitoring products for livestock, poultry, and dairy; products that test water for various microbiological contaminants; and point-of-care electrolytes and blood gas analyzers that are used in the human point-of-care medical diagnostics market.",https://en.wikipedia.org/wiki/File:IDEXX_Labs.svg,https://en.wikipedia.org/wiki/Idexx_Laboratories,US45168D1046
IHS Markit Limited,EQT-753833,INFO,"IHS Markit Limited, IHS Markit Ltd, IHS Markit","Ropemaker Place 4th Floor 25 Ropemaker Street London,  EC2Y 9LY United Kingdom","IHS Markit Ltd. provides critical information, analytics, and solutions for various industries and markets that drive economies. The company’s information, analytics, and solutions enhance operational efficiency and offer deep insights for customers in business, finance, and government. ",https://en.wikipedia.org/wiki/File:IHS_Markit_logo.svg,https://en.wikipedia.org/wiki/IHS_Markit,BMG475671050
Illinois Tool Works Inc,EQT-157B0E,ITW,"Illinois Tool Works Inc, Illinois Tool Works","155 Harlem Avenue Glenview, IL 60025 United States",Illinois Tool Works Inc. manufactures and sells industrial products and equipment worldwide. The company operates through seven segments: Automotive OEM; Food Equipment; Test & Measurement and Electronics; Welding; Polymers & Fluids; Construction Products; and Specialty Products.,https://en.wikipedia.org/wiki/File:Illinois_Tool_Works_(logo).png,https://en.wikipedia.org/wiki/Illinois_Tool_Works,US4523081093
Illumina Inc,EQT-72ABFD,ILMN,"Illumina Inc, Illumina","5200 Illumina Way San Diego, CA 92122 United States","Illumina, Inc. provides sequencing and array-based solutions for genetic analysis. The company operates in two segments, Core Illumina and Consolidated VIEs.The company also provides various library preparation and sequencing kits to simplify workflows and accelerate analysis; and genome sequencing, genotyping, and noninvasive prenatal testing, as well as products support services. ",https://en.wikipedia.org/wiki/File:Illumina_logo.svg,"https://en.wikipedia.org/wiki/Illumina,_Inc.",US4523271090
Incyte Corporation,EQT-2A1404,INCY,"Incyte Corporation, Incyte Corp Incyte","1801 Augustine Cut-Off Wilmington, DE 19803 United States","Incyte Corporation, a biopharmaceutical company, focuses on the discovery, development, and commercialization of various therapeutics . The company offers JAKAFI, a drug for the treatment of myelofibrosis and polycythemia vera cancers; and Iclusig, a kinase inhibitor to treat chronic myeloid leukemia and philadelphia-chromosome positive acute lymphoblastic leukemia. ",https://en.wikipedia.org/wiki/File:Incyte_logo.svg,https://en.wikipedia.org/wiki/Incyte,US45337C1027
Ingersoll-Rand PLC,EQT-CE0266,IR,"Ingersoll-Rand PLC, Ingersoll-Rand","170/175 Lakeview Drive Airside Business Park Swords, Ireland","Ingersoll-Rand Plc designs, manufactures, sells, and services industrial and commercial products. The company operates through Climate and Industrial segments. The company also provides aftermarket and OEM parts and supplies.",https://en.wikipedia.org/wiki/File:Ingersoll_Rand_logo.svg,https://en.wikipedia.org/wiki/Ingersoll-Rand,IE00B6330302
Intel Corporation,EQT-5C3A8D,INTC,"Intel Corporation, Intel Corp, Intel","2200 Mission College Blvd Santa Clara, CA 95054-1549 United States","Intel Corporation designs, manufactures, and sells computer components and related products. The Company major products include microprocessors, chipsets, embedded processors and microcontrollers, flash memory, graphic, network and communication, systems management software, conferencing, and digital imaging products.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Intel-logo.svg/220px-Intel-logo.svg.png,https://en.wikipedia.org/wiki/Intel,US4581401001
Intercontinental Exchange Inc,EQT-DEF98F,ICE,"Intercontinental Exchange Inc, Intercontinental Exchange","5660 New Northside Drive NW Atlanta, GA 30328 United States","Intercontinental Exchange, Inc. operates regulated exchanges, clearing houses, and listings venues for commodity, financial, fixed income, and equity markets. The company operates marketplaces for listing, trading, and clearing an array of derivatives and securities contracts across various asset classes, including energy and agricultural commodities, metals, interest rates, equities, credit derivatives, exchange traded funds, bonds, and currencies.",https://en.wikipedia.org/wiki/File:Intercontinental_Exchange_logo.svg,https://en.wikipedia.org/wiki/Intercontinental_Exchange,US45866F1049
International Business Machines Corporation,EQT-95D231,IBM,"International Business Machines Corporation, IBM, Computing-Tabulating-Recording Company","1 New Orchard Road Armonk, NY 10504-1722 United States","International Business Machines Corporation (IBM) provides computer solutions. The Company offers application, technology consulting and support, process design and operations, cloud, digital workplace, and network services, as well as business resiliency, strategy, and design solutions. IBM serves clients worldwide.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/IBM_logo.svg/200px-IBM_logo.svg.png,https://en.wikipedia.org/wiki/IBM,US4592001014
International Flavors & Fragrances Inc,EQT-F3AD7B,IFF,"International Flavors & Fragrances Inc, International Flavors & Fragrances","521 West 57th Street New York, NY 10019 United States","International Flavors & Fragrances Inc., together with its subsidiaries, manufactures flavors and fragrances for use in various consumer products. It operates through three segments: Taste, Scent, and Frutarom.",https://en.wikipedia.org/wiki/File:International_Flavors_and_Fragrances_(logo).png,https://en.wikipedia.org/wiki/International_Flavors_%26_Fragrances,US4595061015
International Paper Company,EQT-CCF272,IP,"International Paper Company, International Paper","6400 Poplar Avenue Memphis, TN 38197 United States","International Paper Company operates as a paper and packaging company . The company operates through three segments: Industrial Packaging, Global Cellulose Fibers, and Printing Papers. ",https://en.wikipedia.org/wiki/File:International_Paper.svg,https://en.wikipedia.org/wiki/International_Paper,US4601461035
Interpublic Group of Companies Inc,EQT-E0744A,IPG,"Interpublic Group of Companies Inc, Interpublic Group","909 Third Avenue New York, NY 10022 United States","The Interpublic Group of Companies, Inc. provides advertising and marketing services . The company operates through two segments, Integrated Agency Networks and Constituency Management Group. It offers consumer advertising, digital marketing, communications planning and media buying, public relations, and specialized communications disciplines. The company also provides various diversified services, including public relations, meeting and event production, sports and entertainment marketing, corporate and brand identity, and strategic marketing consulting. ",https://en.wikipedia.org/wiki/File:Interpublic_Group_of_Companies_logo.svg,https://en.wikipedia.org/wiki/The_Interpublic_Group_of_Companies,US4606901001
Intuit Inc,EQT-227E67,INTU,"Intuit Inc, Intuit","2700 Coast Avenue Mountain View, CA 94043 United States","Intuit Inc. operates as a business and financial software company that develops and sells financial, accounting, and tax preparation software and related services for small businesses, accountants, and individuals",https://en.wikipedia.org/wiki/File:Intuit_Logo.svg,https://en.wikipedia.org/wiki/Intuit,US4612021034
Intuitive Surgical Inc,EQT-A65DD9,ISRG,"Intuitive Surgical Inc, Intuitive Surgical","1020 Kifer Road Sunnyvale, CA 94086 United States","Intuitive Surgical Inc. operates as an American corporation that develops, manufactures and markets robotic products designed to improve clinical outcomes of patients through minimally invasive surgery, most notably with the da Vinci Surgical System. ",https://en.wikipedia.org/wiki/File:Intuitive_Surgical_logo.svg,https://en.wikipedia.org/wiki/Intuitive_Surgical,US46120E6023
Invesco Limited,EQT-9C3071,IVZ,"Invesco Limited, Invesco Ltd, Invesco","Two Peachtree Pointe 1555 Peachtree Street, NE, Suite 1800 Atlanta, GA 30309 United States","nvesco Ltd. operates as an independent investment management company. The firm provides its services to retail clients, institutional clients, high-net worth clients, public entities, corporations, unions, non-profit organizations, endowments, foundations, pension funds, financial institutions, and sovereign wealth funds. The firm also launches and manages private funds.",https://en.wikipedia.org/wiki/File:Invesco.svg,https://en.wikipedia.org/wiki/Invesco,BMG491BT1088
IPG Photonics Corporation,EQT-A2500C,IPGP,"IPG Photonics Corporation, IPG Photonics Corp, IPG Photonics","50 Old Webster Road Oxford, MA 01540 United States","IPG Photonics Corporation develops and manufactures a range of high-performance fiber lasers, fiber amplifiers, and diode lasers used in various applications primarily in materials processing worldwide.",https://en.wikipedia.org/wiki/File:IPG_Photonics_logo.svg,https://en.wikipedia.org/wiki/IPG_Photonics,US44980X1090
IQVIA Holdings Inc,EQT-9540DC,IQV,"IQVIA Holdings Inc, IQVIA Holdings","4820 Emperor Boulevard Durham, NC 27703 United States","IQVIA Holdings Inc. provides advanced analytics, technology solutions, and contract research services to the life sciences industry. It operates through three segments: Technology & Analytics Solutions, Research & Development Solutions, and Contract Sales & Medical Solutions. ",https://en.wikipedia.org/wiki/File:IQVIA.svg,https://en.wikipedia.org/wiki/IQVIA,US46266C1053
Iron Mountain Inc,EQT-56011B,IRM,"Iron Mountain Inc, Iron Mountain","One Federal Street Boston, MA 02110 United States",Iron Mountain Incorporated is the global leader for storage and information management services. Iron Mountain is a component of the S&P 500 Index and a member of the FTSE4Good index.,https://en.wikipedia.org/wiki/File:Iron_Mountain_(logo).svg,https://en.wikipedia.org/wiki/Iron_Mountain_(company),US46284V1017
J. B. Hunt Transport Services Inc,EQT-85ABF3,JBHT,"J. B. Hunt Transport Services Inc, J. B. Hunt Transport Services","615 J.B. Hunt Corporate Drive Lowell, AR 72745 United States","J.B. Hunt Transport Services, Inc., together with its subsidiaries, provides surface transportation and delivery services in the continental United States, Canada, and Mexico.  The company operates in four segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), and Truckload (JBT).",https://en.wikipedia.org/wiki/File:J._B._Hunt_logo.svg,https://en.wikipedia.org/wiki/J._B._Hunt,US4456581077
Jack Henry & Associates Inc,EQT-1742A1,JKHY,"Jack Henry & Associates Inc, Jack Henry and Associates Inc, Jack Henry & Associates ","663 West Highway 60 PO Box 807 Monett, MO 65708 United States","Jack Henry & Associates, Inc. provides technology solutions and payment processing services primarily for financial services organizations. The company offers information and transaction processing solutions for banks ranging from community to multi-billion dollar institutions under the Jack Henry Banking brand; core data processing solutions for various credit unions under the Symitar brand; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial institutions and corporate entities under the ProfitStars brand.",https://en.wikipedia.org/wiki/File:Jack_Henry_%26_Associates_logo.svg,https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates,US4262811015
Jacobs Engineering Group Inc,EQT-2EE774,JEC,"Jacobs Engineering Group Inc, Jacobs Engineering Group, Jacobs Engineering","1999 Bryan Street Suite 1200 Dallas, TX 75201 United States","Jacobs Engineering Group Inc. operates as an American international technical professional services firm. The company provides technical, professional and construction services, as well as scientific and specialty consulting for a broad range of clients globally including companies, organizations, and government agencies.",https://en.wikipedia.org/wiki/File:Jacobs_Engineering_Group_logo.svg,https://en.wikipedia.org/wiki/Jacobs_Engineering_Group,US4698141078
Jefferies Financial Group Inc,EQT-577605,JEF,"Jefferies Financial Group Inc, Jefferies Financial","520 Madison Avenue New York, NY 10022 United States","Jefferies Financial Group Inc., a financial services company, engages in investment banking and capital markets, asset management, and direct investing businesses. The company also offers equities research, sales, and trading services; equity finance services comprising financing, securities lending, and other prime brokerage services; and wealth management services to high net worth individuals, their families and businesses, private equity and venture funds, and small institutions.",https://media.licdn.com/dms/image/C510BAQEBnE-RNgZMTQ/company-logo_400_400/0?e=1565827200&v=beta&t=J175bxi8RH8KnO_zg08pXJMwTuQ8A6oAhuHhGrwsXy4,"https://en.wikipedia.org/wiki/Jefferies_Financial_Group Group Inc. , ",US47233W1099
Johnson & Johnson,EQT-0AF3F3,JNJ,"Johnson & Johnson, Johnson and Johnson","1 Johnson & Johnson Plaza New Brunswick, NJ 08933 United States","Johnson & Johnson, together with its subsidiaries, researches and develops, manufactures, and sells various products in the health care field worldwide.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/JohnsonandJohnsonLogo.svg/220px-JohnsonandJohnsonLogo.svg.png,https://en.wikipedia.org/wiki/Johnson_%26_Johnson,US4781601046
Johnson Controls International Inc,EQT-747AA2,JCI,"Johnson Controls International Inc, Johnson Controls International","One Albert Quay Cork, Ireland",Johnson Controls International plc operates as a diversified technology and multi industrial company worldwide. The company operates through Building Technologies & Solutions and Power Solutions segments.,https://en.wikipedia.org/wiki/File:Johnson_Controls.svg,https://en.wikipedia.org/wiki/Johnson_Controls,IE00BY7QL619
JPMorgan Chase & Co,EQT-EC2C09,JPM,"JPMorgan Chase & Co, JPMorgan, JP Morgan","270 Park Avenue New York, NY 10017-2070 United States","J.P. Morgan Chase & Co. is an American multinational investment bank and financial services company headquartered in New York City. JPMorgan Chase is the largest bank in the United States, and is ranked by S&P Globalas the sixth largest bank in the world by total assets as of 2018, to the amount of $2.534 trillion. It is the world's most valuable bank by market capitalization.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/J_P_Morgan_Chase_Logo_2008_1.svg/255px-J_P_Morgan_Chase_Logo_2008_1.svg.png,https://en.wikipedia.org/wiki/JPMorgan_Chase,US46625H1005 
Juniper Networks Inc,EQT-EE8041,JNPR,"Juniper Networks Inc, Juniper Networks","1133 Innovation Way Sunnyvale, CA 94089 United States","Juniper Networks, Inc. designs, develops, and sells network products and services. The company offers various routing products, such as ACX series universal access routers to deploy new high-bandwidth services; MX series Ethernet routers that functions as a universal edge platform; PTX series packet transport routers; cloud customer premises equipment; and NorthStar controllers.",https://en.wikipedia.org/wiki/File:Juniper_Networks_logo.svg,https://en.wikipedia.org/wiki/Juniper_Networks,US48203R1041
Kansas City Southern,EQT-BEB3C5,KSU,Kansas City Southern,"427 West 12th Street Kansas City, MO 64105 United States","Kansas City Southern operates as a transportation holding company with railroad investments in the United States, Mexico and Panama. The company serves a ten-state region in the midwest and southeast regions of the United States and has the shortest north/south rail route between Kansas City, Missouri, and ports along the Gulf of Mexico in Alabama, Louisiana, Mississippi, and Texas.The company serves the chemical and petroleum, industrial and consumer products, agriculture and minerals, energy, intermodal, and automotive markets.",https://en.wikipedia.org/wiki/File:Kansas_City_Southern_logo.svg,https://en.wikipedia.org/wiki/Kansas_City_Southern_(company),US485161AS22
Kellogg Company,EQT-0E2A72,K,Kellogg Company,"One Kellogg Square Battle Creek, MI 49016 United States","Kellogg Company together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company's principal products include crackers, cookies, crisps and other savory snacks, toaster pastries, cereal bars, granola bars and bites, fruit-flavored snacks, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. 
",https://en.wikipedia.org/wiki/File:Kellogg%27s-Logo.svg,https://en.wikipedia.org/wiki/Kellogg's,US4878361082
KeyCorp,EQT-5485B8,KEY,KeyCorp,"127 Public Square Cleveland, OH 44114 United States","KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking services. The company also offers securities underwriting, investment banking, and brokerage services.",https://en.wikipedia.org/wiki/File:KeyBank_logo.svg,https://en.wikipedia.org/wiki/KeyBank,US4932671088
Keysight Technologies Inc,EQT-F49F77,KEYS,Keysight Technologies Inc,"1400 Fountaingrove Parkway Santa Rosa, CA 95403 United States","Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, and electronic industries.The company also offers start-up assistance, instrument productivity, and application services; and customization, consulting, application, and instrument calibration and repair services.",https://en.wikipedia.org/wiki/File:Keysight_Logo.svg,https://en.wikipedia.org/wiki/Keysight,US49338L1035
Kimberly-Clark Corporation,EQT-C6DE6C,KMB,"Kimberly-Clark Corporation, Kimberly-Clark","PO Box 619100 Dallas, TX 75261 United States","Kimberly-Clark Corporation together with its subsidiaries, manufactures and markets personal care, consumer tissue, and professional products. The company operates through three segments: Personal Care, Consumer Tissue, and K-C Professional. ",https://en.wikipedia.org/wiki/File:Kimberly-Clark_logo.svg,https://en.wikipedia.org/wiki/Kimberly-Clark,US4943681035
Kimco Realty Corporation,EQT-20EC2B,KIM,"Kimco Realty Corporation, Kimco Realty","3333 New Hyde Park Road Suite 100 New Hyde Park, NY 11042 United States","Kellogg Company, together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company principal products include crackers, cookies, crisps and other savory snacks, toaster pastries, cereal bars, granola bars and bites, fruit-flavored snacks, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. ",https://en.wikipedia.org/wiki/File:Kimco_color_widen_header-01.jpg,https://en.wikipedia.org/wiki/Kimco_Realty,US49446R1095
Kinder Morgan Inc,EQT-707DD6,KMI,"Kinder Morgan Inc, Kinder Morgan","1001 Louisiana Street Suite 1000 Houston, TX 77002 United States","Kinder Morgan, Inc. operates as an energy infrastructure company . The company operates through Natural Gas Pipelines, Products Pipelines, Terminals, and CO2 segments. ",https://en.wikipedia.org/wiki/File:Kinder_Morgan_logo.svg,https://en.wikipedia.org/wiki/Kinder_Morgan,US49456B1017
KLA Corporation,EQT-262732,KLAC,"KLA-Tencor Corporation, KLA-Tencor Corp, KLA-Tencor, KLA Corporation","One Technology Drive Milpitas, CA 95035 United States","KLA-Tencor Corporation designs, manufactures, and markets process control and yield management solutions for the semiconductor and related nanoelectronics industries.The company offers chip and wafer manufacturing products, including defect inspection and review systems, metrology solutions, in situ process monitoring products, computational lithography software, and data analytics systems for chip manufacturers to manage yield throughout the semiconductor fabrication process. ",https://en.wikipedia.org/wiki/File:KLA_Corp._logo.svg,https://en.wikipedia.org/wiki/KLA-Tencor,US4824801009
Kohls Corporation,EQT-0872F5,KSS,"Kohls Corporation, Kohls","N56 W17000 Ridgewood Drive Menomonee Falls, WI 53051 United States","Kohl's Corporation operates as an omni-channel retailer. The company's stores and Website offer apparel, footwear, accessories, beauty, and home products.",https://en.wikipedia.org/wiki/File:Kohl%27s_logo.svg,https://en.wikipedia.org/wiki/Kohl's,US5002551043
L Brands Inc,EQT-21FA11,LB,"L Brands Inc, Limited Brands Inc, The Limited Inc","Three Limited Parkway Columbus, OH 43230 United States","L Brands, Inc. (formerly known as Limited Brands, Inc. and The Limited, Inc.) is an American fashion retailer based in Columbus, Ohio.L Brands, Inc. operates as a specialty retailer of women’s intimate and other apparel, beauty and personal care products, home fragrance products, and accessories. The company operates in three segments: Victoria’s Secret, Bath & Body Works, and Victoria's Secret and Bath & Body Works International.The company's products are also available online at www.VictoriasSecret.com and www.BathandBodyWorks.com. ",https://en.wikipedia.org/wiki/File:L_Brands_Logo_Official.jpg,https://en.wikipedia.org/wiki/L_Brands,US5017971046
L-3 Communications Holdings Inc,EQT-8E2717,LLL,"L-3 Communications Holdings Inc, L3 Technologies","600 Third Avenue New York, NY 10016 United States","L3 Technologies, formerly L-3 Communications Holdings, is an American company that supplies command and control, communications, intelligence, surveillance and reconnaissance (C3ISR) systems and products, avionics, ocean products, training devices and services, instrumentation, aerospace, and navigation products.The company customers include the Department of Defense, Department of Homeland Security, U.S. Government Intelligence agencies, NASA, aerospace contractors and commercial telecommunications and wireless customers.",https://en.wikipedia.org/wiki/File:L3_Technologies_Stacked_Logo.svg,https://en.wikipedia.org/wiki/L3_Technologies,US5024131071  
Laboratory Corporation of America Holdings,EQT-E7C07F,LH,"Laboratory Corporation of America Holdings, LabCorp","358 South Main Street Burlington, NC 27215 United States","Laboratory Corporation of America Holdings operates as an independent clinical laboratory company worldwide.The Company operates in two segments, LabCorp Diagnostics (LCD) and Covance Drug Development.LabCorp was an early pioneer of genomic testing using polymerase chain reaction (PCR) technology, at its Center for Molecular Biology and Pathology in Research Triangle Park, North Carolina, where it also performs other molecular diagnostics. The Company also does oncology testing, human immunodeficiency virus (HIV) genotyping and phenotyping. ",https://en.wikipedia.org/wiki/File:LabCorp.svg,https://en.wikipedia.org/wiki/LabCorp,US50540R4092
Lam Research Corporation,EQT-3169B4,LRCX,Lam Research Corporation,"4650 Cushing Parkway Fremont, CA 94538 United States","Lam Research Corporation is an American corporation that engages in the design, manufacture, marketing, and service of semiconductor processing equipment used in the fabrication of integrated circuits.The Company products are used primarily in front-end wafer processing, which involves the steps that create the active components of semiconductor devices (transistors, capacitors) and their wiring (interconnects).",https://en.wikipedia.org/wiki/File:Lam_Research_logo.svg,https://en.wikipedia.org/wiki/Lam_Research,US5128071082
Lamb Weston Holdings Inc,EQT-CCDF62,LW,"Lamb Weston Holdings Inc, Lamb Weston","599 South Rivershore Lane Eagle, ID 83616 United States","Lamb Weston Holdings, Inc. is an American food processing company that is one of the world's largest producers and processors of frozen french fries and other frozen potato products.Lamb Weston Holdings, Inc. produces, distributes, and markets value-added frozen potato products worldwide. The Company operates through four segments: Global, Foodservice, Retail, and Other.",https://media.licdn.com/dms/image/C4D0BAQHDiHiDit0z1Q/company-logo_400_400/0?e=1565827200&v=beta&t=4FBcCGGDwAKc84MUXURZ5-UvaQPCXryCqdx_O7lLz30,https://en.wikipedia.org/wiki/Lamb_Weston,US5132721045
Leggett & Platt Inc,EQT-1A8F83,LEG,"Leggett & Platt Inc, Leggett & Platt","No. 1 Leggett Road Carthage, MO 64836 United States","Leggett & Platt, Incorporated designs and produces various engineered components and products. Leggett & Platt, Incorporated designs and produces various engineered components and products. ",https://en.wikipedia.org/wiki/File:Leggett_%26_Platt_logo.svg,https://en.wikipedia.org/wiki/Leggett_%26_Platt,US5246601075
Lennar Corporation,EQT-EE1A02,LEN,Lennar Corporation,"700 Northwest 107th Avenue Miami, FL 33172 United States","Lennar Corporation together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand. The company operates through Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Lennar Financial Services, Lennar Multifamily, and Rialto segments.",https://en.wikipedia.org/wiki/File:Lennar_Corporation_logo.png,https://en.wikipedia.org/wiki/Lennar_Corporation,US5260571048
Lincoln National Corporation,EQT-F71B6D,LNC,Lincoln National Corporation,"150 North Radnor Chester Road Suite A305 Radnor, PA 19087 United States","Lincoln National Corporation, through its subsidiaries, operates multiple insurance and retirement businesses. It operates through four segments: Annuities, Retirement Plan Services, Life Insurance, and Group Protection. ",https://en.wikipedia.org/wiki/File:Lincoln_National_Corporation_logo.svg,https://en.wikipedia.org/wiki/Lincoln_National_Corporation,US5341871094
Linde plc,EQT-D9E1CD,LIN,Linde PLC,"The Priestley Centre 10 Priestley Road Surrey Research Park Guildford,  GU2 7XY United Kingdom","Linde plc operates as an industrial gas company. The company offers oxygen, nitrogen, argon, rare gases, carbon monoxide, carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene. It also designs and constructs turnkey process plants, such as olefin, natural gas, air separation, and hydrogen and synthesis gas plants. ",https://en.wikipedia.org/wiki/File:Linde_plc.jpg,https://en.wikipedia.org/wiki/Linde_plc,IE00BZ12WP82
LKQ Corporation,EQT-980DEC,LKQ,LKQ Corporation,"500 West Madison Street Suite 2800 Chicago, IL 60661 United States","LKQ Corporation, together with its subsidiaries, distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates in three segments: North America, Europe, and Specialty.The company serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers.",https://media.licdn.com/dms/image/C560BAQHigBUmLlMmWw/company-logo_400_400/0?e=1565827200&v=beta&t=YWQWQ2oYx6vYDnZT7Fv-x22ikBGUzDQBEM8bN4vYncc,https://en.wikipedia.org/wiki/LKQ_Corporation,US5018892084
Lockheed Martin Corporation,EQT-4C6F43,LMT,Lockheed Martin Corporation,"6801 Rockledge Drive Bethesda, MD 20817 United States","Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services. It operates through four segments: Aeronautics, Missiles and Fire Control (MFC), Rotary and Mission Systems (RMS), and Space. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies.",https://en.wikipedia.org/wiki/File:Lockheed_Martin.svg,https://en.wikipedia.org/wiki/Lockheed_Martin,US5398301094
Loews Corporation,EQT-8FF298,L,Loews Corporation,"667 Madison Avenue New York, NY 10065 United States","Loews Corporation, through its subsidiaries, provides commercial property and casualty insurance. The company operates through CNA Financial Corporation; Diamond Offshore Drilling, Inc.; Boardwalk Pipeline Partners, LP; and Loews Hotels Holding Corporation segments.",https://en.wikipedia.org/wiki/File:Loews_Corp.svg,https://en.wikipedia.org/wiki/Loews_Corporation,US5404241086
Lowes Companies Inc,EQT-A47E02,LOW,"Lowes Companies Inc, Lowe's","1000 Lowe’s Boulevard Mooresville, NC 28117 United States","Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer. The company provides home improvement products in various categories, such as lumber and building materials, appliances, seasonal and outdoor living, tools and hardware, fashion fixtures, rough plumbing and electrical, paint, millwork, lawn and garden, flooring, and kitchens.",https://en.wikipedia.org/wiki/File:Lowes_Companies_Logo.svg,https://en.wikipedia.org/wiki/Lowe's,US5486611073
LyondellBasell Industries NV,EQT-6E770F,LYB,"LyondellBasell Industries NV, LyondellBasell","One Vine Street 4th Floor London,  W1J0AH United Kingdom","LyondellBasell Industries N.V. operates as a chemical company. The company produces and markets olefins and co-products; polyethylene products, which consist of high density polyethylene, low density polyethylene, and linear low density polyethylene; and polypropylene (PP) products, such as PP homopolymers and copolymers.",https://en.wikipedia.org/wiki/File:Logo_Lyondellbasell.svg,https://en.wikipedia.org/wiki/LyondellBasell,NL0009434992
M&T Bank Corporation,EQT-2EEF7D,MTB,"M&T Bank Corporation, M&T Bank","One M&T Plaza Buffalo, NY 14203 United States","M&T Bank Corporation operates as the holding company for Manufacturers and Traders Trust Company; and Wilmington Trust, National Association that provide banking services. The company also provides trust and wealth management; fiduciary and custodial; investment management; and insurance agency services.",https://en.wikipedia.org/wiki/File:M%26T_Bank_wordmark.svg,https://en.wikipedia.org/wiki/M%26T_Bank,US55261F1049
Macerich Company,EQT-D971C7,MAC,"Macerich Company, Macerich","401 Wilshire Boulevard Suite 700 Santa Monica, CA 90401 United States","Macerich company operates as a integrated, self-managed and self-administered real estate investment trust, which focuses on the acquisition, leasing, management, development and redevelopment of regional malls. ",https://en.wikipedia.org/wiki/File:Macerich.svg,https://en.wikipedia.org/wiki/Macerich,US5543821012
Macys Inc,EQT-D3D8EA,M,"Macys Inc, Federated Department Stores Inc","7 West Seventh Street Cincinnati, OH 45202 United States","Macy's, Inc., an omnichannel retail organization, operates stores, Websites, and mobile applications. The company sells a range of merchandise, including apparel and accessories for men, women, and children; cosmetics; home furnishings; and other consumer goods.",https://en.wikipedia.org/wiki/File:Macy%27s_Inc.svg,"https://en.wikipedia.org/wiki/Macy's,_Inc.",US55616P1049
Marathon Oil Corporation,EQT-0C0268,MRO,"Marathon Oil Corporation, Marathon Oil","5555 San Felipe Street Houston, TX 77056 United States","Marathon Oil Corporation operates as an American petroleum and natural gas exploration and production company. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol.",https://en.wikipedia.org/wiki/File:Marathon_Oil_logo.svg,https://en.wikipedia.org/wiki/Marathon_Oil,US5658491064
Marathon Petroleum Corporation,EQT-5DD660,MPC,Marathon Petroleum Corporation,"539 South Main Street Findlay, OH 45840 United States","Marathon Oil Corporation operates as an American petroleum and natural gas exploration and production company. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol.",https://en.wikipedia.org/wiki/File:Marathon_Oil_logo_2009.svg,https://en.wikipedia.org/wiki/Marathon_Petroleum,US56585A1025
